energy 	 mx 	 mx-error 	 my 	 my-error 	 mz 	 mz-error 
  0.69             -149.5431870      0.0617096   0.0617096  -0.4789172   0.0000240   0.8683756   0.0000126  -0.0344325   0.0000315
  0.72             -150.2542387      0.0655409   0.0655409  -0.4684682   0.0000241   0.8739194   0.0000124  -0.0348745   0.0000287
  0.75             -149.7655804      0.0645804   0.0645804  -0.4522472   0.0000206   0.8818930   0.0000100  -0.0444547   0.0000247
  0.79             -148.0212075      0.0642259   0.0642259  -0.4388042   0.0000259   0.8883097   0.0000116  -0.0469491   0.0000403
  0.82             -147.5349339      0.0632378   0.0632378  -0.4251851   0.0000258   0.8945146   0.0000116  -0.0542566   0.0000279
  0.85             -147.3476226      0.0650996   0.0650996  -0.4089464   0.0000246   0.9014850   0.0000104  -0.0586068   0.0000305
  0.88             -145.8439792      0.0663824   0.0663824  -0.3943919   0.0000236   0.9074197   0.0000098  -0.0635700   0.0000342
  0.91             -144.5773635      0.0642196   0.0642196  -0.3782374   0.0000318   0.9134623   0.0000114  -0.0730268   0.0000369
  0.94             -144.6996649      0.0659322   0.0659322  -0.3598636   0.0000264   0.9200193   0.0000091  -0.0811426   0.0000326
  0.97             -143.4274972      0.0655752   0.0655752  -0.3418828   0.0000261   0.9259231   0.0000090  -0.0901570   0.0000269
  1.01             -141.5009516      0.0646976   0.0646976  -0.3195168   0.0000320   0.9321935   0.0000093  -0.1020289   0.0000350
  1.04             -142.0840469      0.0670640   0.0670640  -0.2995254   0.0000265   0.9374548   0.0000075  -0.1131109   0.0000297
  1.07             -140.4009977      0.0653215   0.0653215  -0.2784554   0.0000339   0.9420718   0.0000075  -0.1242958   0.0000385
  1.10             -139.2759080      0.0652877   0.0652877  -0.2556977   0.0000317   0.9468458   0.0000074  -0.1361809   0.0000308
  1.13             -138.6162385      0.0657739   0.0657739  -0.2288856   0.0000394   0.9510454   0.0000071  -0.1508003   0.0000448
  1.16             -136.8008767      0.0666249   0.0666249  -0.2054971   0.0000428   0.9537511   0.0000066  -0.1647392   0.0000425
  1.19             -134.3860684      0.0636971   0.0636971  -0.1628504   0.0000339   0.9561989   0.0000063  -0.1933533   0.0000320
  1.23             -132.0674247      0.0633977   0.0633977  -0.1351591   0.0000340   0.9571712   0.0000066  -0.2090466   0.0000290
  1.26             -131.6121012      0.0627633   0.0627633  -0.1007053   0.0000359   0.9557047   0.0000074  -0.2314932   0.0000335
  1.29             -128.6204146      0.0593734   0.0593734  -0.0579420   0.0000404   0.9529475   0.0000088  -0.2556072   0.0000353
  1.32             -126.7463837      0.0584650   0.0584650  -0.0058873   0.0000451   0.9447845   0.0000116  -0.2886075   0.0000399
  1.35             -124.2708139      0.0573147   0.0573147   0.0437147   0.0000530   0.9338922   0.0000162  -0.3163789   0.0000411
  1.38             -120.5236411      0.0525034   0.0525034   0.1104540   0.0000506   0.9149805   0.0000189  -0.3533471   0.0000365
  1.41             -117.9352103      0.0505982   0.0505982   0.1744881   0.0000472   0.8911713   0.0000217  -0.3848140   0.0000349
  1.45             -116.3886331      0.0474417   0.0474417   0.2431252   0.0000614   0.8602876   0.0000321  -0.4151794   0.0000390
  1.48             -113.8238743      0.0457103   0.0457103   0.3225598   0.0000656   0.8181141   0.0000381  -0.4444971   0.0000307
  1.51             -111.2463734      0.0430801   0.0430801   0.4163536   0.0000588   0.7579463   0.0000427  -0.4715208   0.0000281
  1.54             -110.4715183      0.0427543   0.0427543   0.5109379   0.0000533   0.6823913   0.0000446  -0.4912845   0.0000216
  1.57             -110.8297699      0.0439247   0.0439247   0.5969894   0.0000568   0.6028708   0.0000515  -0.4979672   0.0000190
  1.60             -110.6583568      0.0444279   0.0444279   0.6750336   0.0000517   0.5189178   0.0000619  -0.4918830   0.0000211
  1.63             -113.3251873      0.0492091   0.0492091   0.7515894   0.0000629   0.4200007   0.0000840  -0.4754223   0.0000305
  1.67             -115.5348730      0.0517091   0.0517091   0.8071911   0.0000326   0.3340311   0.0000561  -0.4522570   0.0000255
  1.70             -118.7418050      0.0548468   0.0548468   0.8599920   0.0000342   0.2388306   0.0000667  -0.4148751   0.0000340
  1.73             -120.9044738      0.0580470   0.0580470   0.8902080   0.0000201   0.1704756   0.0000436  -0.3848115   0.0000306
  1.76             -123.7221508      0.0598112   0.0598112   0.9133724   0.0000151   0.1066659   0.0000411  -0.3537471   0.0000285
  1.79             -126.9195867      0.0632499   0.0632499   0.9318673   0.0000132   0.0445826   0.0000450  -0.3172138   0.0000332
  1.82             -128.5782651      0.0644264   0.0644264   0.9421035   0.0000128  -0.0051870   0.0000500  -0.2909058   0.0000394
  1.85             -131.0444301      0.0656614   0.0656614   0.9505045   0.0000088  -0.0581510   0.0000460  -0.2586539   0.0000343
  1.88             -134.9559990      0.0698743   0.0698743   0.9530928   0.0000073  -0.0924554   0.0000359  -0.2388013   0.0000333
  1.92             -134.3084241      0.0661086   0.0661086   0.9548765   0.0000071  -0.1365164   0.0000379  -0.2111739   0.0000388
  1.95             -135.6856212      0.0661350   0.0661350   0.9544807   0.0000068  -0.1681195   0.0000402  -0.1905711   0.0000382
  1.98             -138.0536953      0.0687790   0.0687790   0.9528493   0.0000061  -0.2024598   0.0000286  -0.1671862   0.0000295
  2.01             -138.6753297      0.0684743   0.0684743   0.9496783   0.0000071  -0.2262033   0.0000301  -0.1563624   0.0000372
  2.04             -141.4388560      0.0704172   0.0704172   0.9457140   0.0000077  -0.2541311   0.0000384  -0.1395434   0.0000402
  2.07             -141.8297366      0.0678856   0.0678856   0.9417843   0.0000080  -0.2755501   0.0000338  -0.1274389   0.0000357
  2.10             -142.5883048      0.0696801   0.0696801   0.9368539   0.0000077  -0.2978176   0.0000305  -0.1144675   0.0000350
  2.14             -142.8493476      0.0667649   0.0667649   0.9319802   0.0000086  -0.3164136   0.0000277  -0.1069381   0.0000309
  2.17             -144.1414675      0.0668688   0.0668688   0.9252402   0.0000088  -0.3408775   0.0000292  -0.0913590   0.0000378
  2.20             -144.5414688      0.0670394   0.0670394   0.9200258   0.0000102  -0.3570833   0.0000302  -0.0836697   0.0000331
  2.23             -146.0568559      0.0677775   0.0677775   0.9133136   0.0000097  -0.3770699   0.0000250  -0.0737493   0.0000314
  2.26             -148.2743789      0.0687539   0.0687539   0.9079177   0.0000089  -0.3909120   0.0000219  -0.0693672   0.0000303
  2.29             -147.4083786      0.0658130   0.0658130   0.9007125   0.0000097  -0.4092023   0.0000220  -0.0603921   0.0000303
  2.32             -148.9873823      0.0680969   0.0680969   0.8951842   0.0000101  -0.4223883   0.0000230  -0.0550329   0.0000305
  2.36             -147.5293591      0.0647369   0.0647369   0.8892332   0.0000105  -0.4356518   0.0000227  -0.0502546   0.0000275
  2.39             -150.2320617      0.0670879   0.0670879   0.8813562   0.0000107  -0.4521814   0.0000217  -0.0451766   0.0000286
  2.42             -151.5956209      0.0675735   0.0675735   0.8746538   0.0000125  -0.4658701   0.0000249  -0.0397865   0.0000295
  2.45             -150.8604759      0.0651797   0.0651797   0.8688842   0.0000125  -0.4772224   0.0000237  -0.0378221   0.0000302
  2.48             -150.2499411      0.0631003   0.0631003   0.8617928   0.0000116  -0.4906969   0.0000215  -0.0331122   0.0000300
  2.51             -152.7364666      0.0651740   0.0651740   0.8543190   0.0000130  -0.5040251   0.0000229  -0.0269294   0.0000355
  2.54             -152.0065659      0.0631885   0.0631885   0.8474412   0.0000129  -0.5159602   0.0000214  -0.0248139   0.0000253
  2.58             -152.8478250      0.0639440   0.0639440   0.8401370   0.0000143  -0.5278306   0.0000236  -0.0238559   0.0000322
  2.61             -153.1991367      0.0639117   0.0639117   0.8337148   0.0000148  -0.5382834   0.0000239  -0.0225958   0.0000274
  2.64             -154.5377910      0.0647806   0.0647806   0.8259957   0.0000122  -0.5503941   0.0000183  -0.0178736   0.0000258
  2.67             -156.0776395      0.0643912   0.0643912   0.8189040   0.0000152  -0.5609863   0.0000229  -0.0162227   0.0000331
  2.70             -154.1218188      0.0623840   0.0623840   0.8121094   0.0000153  -0.5710154   0.0000224  -0.0158696   0.0000325
  2.73             -154.8724361      0.0630040   0.0630040   0.8049063   0.0000150  -0.5813170   0.0000209  -0.0144497   0.0000281
  2.76             -156.9181386      0.0642862   0.0642862   0.7985028   0.0000131  -0.5900912   0.0000181  -0.0141385   0.0000312
  2.80             -156.7179130      0.0637946   0.0637946   0.7893045   0.0000151  -0.6024475   0.0000197  -0.0093320   0.0000304
  2.83             -156.5632012      0.0628030   0.0628030   0.7832508   0.0000136  -0.6106034   0.0000177  -0.0108420   0.0000250
  2.86             -155.7339744      0.0608265   0.0608265   0.7758900   0.0000152  -0.6199188   0.0000193  -0.0100830   0.0000263
  2.89             -156.7730194      0.0616438   0.0616438   0.7672858   0.0000153  -0.6306415   0.0000187  -0.0075431   0.0000253
  2.92             -156.9490800      0.0623250   0.0623250   0.7595057   0.0000165  -0.6400373   0.0000197  -0.0070991   0.0000289
  2.95             -156.5568712      0.0613533   0.0613533   0.7523531   0.0000156  -0.6485605   0.0000181  -0.0062495   0.0000294
  2.98             -156.6198840      0.0603181   0.0603181   0.7437719   0.0000153  -0.6585319   0.0000174  -0.0038656   0.0000258
  3.02             -157.8592804      0.0608083   0.0608083   0.7382228   0.0000171  -0.6646576   0.0000189  -0.0081564   0.0000281
  3.05             -157.6882587      0.0622341   0.0622341   0.7270351   0.0000176  -0.6768892   0.0000194  -0.0020540   0.0000298
  3.08             -157.8305144      0.0618703   0.0618703   0.7194768   0.0000153  -0.6850695   0.0000158  -0.0019744   0.0000252
  3.11             -156.9407007      0.0597625   0.0597625   0.7115099   0.0000187  -0.6934391   0.0000192  -0.0014859   0.0000287
  3.14             -158.1287909      0.0624726   0.0624726   0.7034342   0.0000169  -0.7015338   0.0000170  -0.0016909   0.0000257
hmag =50.0000000	 beta = 1.0000000	 K =-60.0000000 	 G=30.0000000
system cooled once for theta equal to zero 
